,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
14109,1,5,0,5,3,1,2,3,2,2,5,3,1,0
14126,0,4,0,3,4,0,4,4,3,4,4,4,0,1
14132,0,3,0,3,1,1,1,1,4,4,2,4,1,0
14137,1,0,0,4,4,1,3,1,5,4,3,0,1,0
14141,0,5,1,1,1,0,5,4,1,1,3,4,1,0
14143,0,4,1,4,5,1,5,4,3,3,3,2,1,0
14155,0,5,0,5,1,2,1,4,5,5,1,4,1,0
14168,0,4,1,4,3,0,4,4,1,1,5,5,1,0
14173,1,0,0,0,3,1,5,4,2,3,5,4,1,0
14182,0,4,1,4,3,1,4,5,3,3,4,3,1,0
14199,0,3,0,4,1,0,3,3,4,2,3,3,0,1
14201,0,0,1,0,3,1,2,4,2,2,2,2,1,0
14220,0,4,1,4,3,1,1,5,2,2,1,4,1,0
14245,0,3,0,4,2,0,3,3,4,3,3,2,0,1
14252,0,4,0,3,2,0,3,4,4,4,3,4,0,1
14259,0,0,1,0,3,0,4,3,3,3,4,4,1,0
14260,0,4,0,3,4,0,4,4,3,1,4,4,0,1
14282,0,4,0,4,3,0,4,4,3,1,4,3,0,1
14286,0,0,0,4,5,0,1,1,5,3,1,1,1,0
14300,0,1,0,1,2,0,5,5,1,3,5,5,1,0
14312,0,5,1,5,2,1,2,1,4,4,3,1,1,0
14323,0,4,0,1,4,1,4,4,1,4,4,4,1,0
14326,1,0,0,0,5,1,4,5,3,3,5,2,1,0
14335,1,5,0,5,1,1,1,3,1,4,4,2,1,0
14340,1,5,0,4,1,1,5,5,4,1,5,5,1,0
14349,0,2,1,3,5,0,4,4,5,5,5,3,0,1
14363,0,3,0,2,4,1,3,3,5,1,3,3,1,0
14369,1,5,0,5,3,1,2,2,4,4,1,2,1,0
14371,1,4,0,4,4,2,4,5,5,5,3,2,1,0
14372,0,4,0,2,1,1,4,4,2,3,4,4,1,0
14391,0,4,0,4,3,1,3,1,4,4,4,4,0,1
14399,0,4,0,3,2,1,4,4,4,2,4,4,0,1
14411,0,4,1,4,3,1,4,3,5,5,4,4,0,1
14415,1,5,0,4,4,2,4,4,4,4,2,3,1,0
14431,0,4,0,4,1,1,4,4,1,3,4,4,1,0
14435,0,4,1,4,1,0,1,2,5,5,5,1,1,0
14448,0,1,1,1,5,0,5,5,5,5,4,4,0,1
14450,0,0,1,0,4,1,5,5,5,5,5,4,1,0
14474,0,4,0,4,4,0,4,4,4,4,1,3,0,1
14477,0,4,0,4,5,1,3,1,4,4,2,2,1,0
14484,0,4,1,4,4,1,3,3,5,5,2,5,0,1
14487,0,3,1,3,3,0,4,5,2,2,3,5,1,0
14494,0,0,1,0,4,0,5,3,1,1,5,2,1,0
14506,0,3,0,3,3,0,4,4,3,3,3,2,0,1
14514,0,4,1,4,4,0,4,4,4,4,4,4,0,1
14525,0,5,0,5,1,2,5,4,4,5,1,1,1,0
14528,1,0,0,4,3,1,1,1,4,3,1,0,1,0
14530,0,5,0,4,2,0,3,4,5,5,2,3,0,1
14531,0,4,1,5,5,0,4,4,3,3,5,5,0,1
14535,0,3,0,3,4,0,3,3,3,4,3,3,0,1
14537,0,3,1,3,5,0,5,4,3,3,4,5,0,1
14546,0,4,0,1,1,0,4,4,4,1,4,4,1,0
14547,0,4,0,3,2,1,4,4,4,2,4,4,0,1
14555,0,4,0,4,3,2,2,3,4,4,3,1,1,0
14566,0,2,0,2,2,0,2,2,5,5,2,2,1,0
14568,0,4,0,4,4,1,4,3,4,4,5,4,0,1
14569,0,4,1,5,3,1,4,5,4,4,3,4,0,1
14575,0,0,1,0,3,0,5,5,3,3,4,5,1,0
14576,0,3,0,2,3,0,3,3,3,3,4,4,0,1
14586,0,4,0,3,3,0,4,4,4,4,4,3,0,1
14595,0,4,0,4,3,2,1,4,4,4,4,3,1,0
14614,0,4,0,2,1,2,4,4,3,4,4,4,1,0
14615,0,4,0,4,4,0,4,3,4,4,5,2,0,1
14626,0,0,0,4,5,0,1,1,4,3,1,1,1,0
14627,1,4,0,5,5,0,5,5,4,4,5,2,0,1
14628,0,4,1,4,5,1,5,2,5,5,3,3,0,1
14634,0,0,1,0,5,1,1,1,4,4,4,4,1,0
14640,0,4,0,3,3,0,4,4,3,1,4,4,0,1
14646,0,0,0,2,3,0,1,1,4,3,1,1,1,0
14658,0,4,0,4,4,0,3,3,4,4,1,2,0,1
14665,0,0,0,2,2,0,4,2,2,2,4,4,1,0
14685,0,0,1,0,3,0,5,5,1,5,5,4,1,0
14687,0,5,0,5,1,0,2,2,2,1,2,2,1,0
14693,0,3,0,4,1,0,3,3,4,3,3,3,0,1
14706,1,5,0,5,4,1,5,4,2,2,3,5,1,0
14709,1,5,0,5,3,1,3,3,4,4,3,1,1,0
14714,0,2,0,4,1,2,2,2,4,4,2,2,1,0
14718,0,4,1,4,3,0,5,5,1,1,4,4,1,0
14721,0,3,0,4,2,2,5,4,3,3,3,2,1,0
14729,1,4,0,4,4,1,4,3,4,4,3,2,1,0
14736,0,4,1,4,3,0,5,5,2,2,3,3,1,0
14744,0,4,0,4,3,1,2,3,4,4,4,2,0,1
14746,0,2,1,2,5,0,5,4,5,5,4,3,0,1
14752,0,3,1,5,5,1,5,5,5,5,2,4,0,1
14772,1,4,0,4,2,1,2,2,4,4,2,1,1,0
14776,0,2,0,2,4,0,4,4,2,2,4,5,0,1
14790,1,4,0,4,5,1,2,1,3,4,4,5,1,0
14798,0,5,0,1,2,2,5,5,1,5,5,5,1,0
14800,0,4,0,4,3,0,4,4,4,3,4,4,0,1
14806,0,0,0,4,5,0,1,1,5,4,1,1,1,0
14826,0,4,0,3,2,0,4,4,4,4,4,3,0,1
14827,1,4,0,4,3,1,4,4,5,5,5,4,1,0
14831,1,0,0,2,3,2,2,3,5,5,1,1,1,0
14832,1,0,0,3,3,1,5,5,5,5,5,0,1,0
14833,0,1,0,3,4,0,2,2,1,2,2,2,1,0
14835,0,4,0,4,4,0,3,2,4,4,4,3,0,1
14850,0,3,0,4,1,0,3,3,4,2,3,3,0,1
14858,1,5,0,5,3,2,4,4,1,1,2,4,1,0
14861,1,4,0,4,3,1,5,5,3,3,3,4,1,0
14865,0,3,0,4,1,0,3,3,4,4,3,2,0,1
14866,0,3,0,3,3,0,3,3,4,3,3,3,0,1
14867,1,5,0,5,3,2,5,5,5,3,5,4,1,0
14874,0,0,1,0,3,1,3,3,2,2,4,5,1,0
14878,0,3,0,4,3,0,3,3,3,3,3,4,0,1
14880,0,4,0,3,2,0,4,4,4,4,4,5,0,1
14884,0,3,0,3,4,0,4,3,3,3,3,4,0,1
14885,0,2,0,2,2,1,2,5,2,2,3,2,1,0
14890,0,1,1,1,5,0,5,3,5,5,5,5,0,1
14898,0,4,0,3,2,0,4,4,3,1,4,4,0,1
14913,0,4,0,2,5,0,2,2,1,1,2,2,1,0
14915,0,4,0,4,1,2,1,3,4,4,1,4,1,0
14920,0,4,0,4,4,2,2,3,4,4,2,1,1,0
14933,1,4,0,3,2,0,4,4,5,1,4,4,1,0
14940,0,4,1,4,4,0,4,3,5,5,3,5,0,1
14944,0,4,0,4,3,0,4,4,4,4,4,3,0,1
14973,1,5,0,5,2,1,4,3,4,4,5,3,1,0
14984,0,3,0,3,1,0,3,4,3,3,3,5,0,1
14989,0,3,0,3,4,0,3,3,3,3,3,3,0,1
15007,0,4,0,4,2,2,2,1,4,4,3,5,1,0
15017,0,4,0,4,5,2,4,2,4,4,3,1,1,0
15024,0,4,0,3,3,1,4,4,4,3,4,4,0,1
15029,1,4,0,2,1,1,2,2,3,4,2,4,1,0
15039,0,3,0,5,4,0,1,1,3,5,2,2,1,0
15053,1,5,0,5,1,1,4,3,5,5,2,1,1,0
15058,0,4,0,4,3,1,3,3,4,4,4,4,0,1
15062,0,0,0,3,1,0,5,1,4,2,5,1,1,0
15083,0,0,0,4,5,0,1,1,5,4,1,1,1,0
15096,0,3,0,4,3,0,3,3,4,3,3,3,0,1
15102,0,4,1,4,4,0,5,5,3,3,5,2,0,1
15107,1,5,0,5,4,1,5,5,2,3,3,2,1,0
15108,0,4,1,4,1,1,3,3,3,3,5,4,1,0
15109,0,3,0,4,3,1,4,4,4,3,4,3,0,1
15136,0,3,0,3,5,1,1,3,3,3,4,2,1,0
15142,1,0,0,0,5,1,4,5,4,4,4,4,1,0
15147,0,4,0,4,1,2,2,5,4,4,1,4,1,0
15150,1,4,0,4,4,1,3,2,4,4,1,3,1,0
15154,0,4,0,4,4,1,1,1,4,4,2,3,1,0
15156,1,4,0,4,4,1,5,4,5,5,5,4,1,0
15159,0,4,0,3,1,1,3,3,2,4,3,4,1,0
15169,1,4,0,4,1,2,2,1,2,2,4,1,1,0
15175,0,4,1,4,1,1,5,1,1,2,1,3,1,0
15176,0,4,0,4,1,2,5,5,4,4,2,3,1,0
15181,0,3,1,3,4,0,4,5,5,5,5,4,0,1
15186,0,4,0,4,5,2,3,4,4,4,3,1,1,0
15187,0,0,1,0,3,1,5,2,2,2,4,4,1,0
15189,0,3,0,1,3,0,4,4,2,1,4,4,1,0
15190,0,4,0,3,3,0,4,3,4,4,4,4,0,1
15194,0,4,0,4,5,2,3,2,4,4,1,5,1,0
15206,0,3,0,4,1,0,3,3,3,4,3,3,0,1
15208,1,4,0,2,4,1,5,5,1,1,3,2,1,0
15210,0,3,1,3,3,0,4,3,1,1,3,3,1,0
15220,0,4,1,4,3,0,4,4,2,2,3,5,1,0
15224,1,0,0,4,3,2,5,5,3,3,4,4,1,0
15240,0,4,0,2,4,0,4,4,3,4,4,4,0,1
15241,0,0,0,4,3,0,1,1,4,4,1,1,1,0
15253,0,3,0,4,3,0,3,3,3,2,3,3,0,1
15254,0,4,0,2,2,1,4,4,5,1,4,4,1,0
15257,0,2,0,2,2,1,3,3,2,2,5,3,1,0
15258,1,4,0,4,3,1,5,5,3,3,3,5,1,0
15269,1,4,0,4,5,1,5,4,1,1,5,3,1,0
15272,0,4,0,2,5,0,3,3,1,4,3,3,1,0
15276,0,3,0,4,2,0,3,3,4,3,3,3,0,1
15288,0,1,0,5,3,0,1,1,4,4,1,2,1,0
15295,0,2,0,4,4,1,1,1,1,5,1,2,1,0
15299,0,3,0,1,2,1,3,3,3,4,3,3,1,0
15316,0,3,0,4,5,2,1,4,3,3,5,5,1,0
15319,0,4,0,4,3,1,2,3,4,4,1,2,1,0
15321,0,2,0,4,3,0,2,2,5,3,2,2,1,0
15328,0,2,1,3,4,0,5,4,4,4,5,5,0,1
15331,1,5,0,4,3,1,3,2,4,4,3,5,1,0
15333,0,3,0,3,4,0,3,3,3,3,3,3,0,1
15337,0,1,0,2,2,0,3,5,2,2,2,3,1,0
15340,0,1,0,3,5,0,4,4,1,1,4,4,1,0
15344,0,2,0,2,3,2,2,2,2,4,2,2,1,0
15346,0,2,0,5,3,0,1,1,5,4,1,2,1,0
15348,0,2,0,3,1,1,2,2,2,2,2,2,1,0
15351,0,4,1,4,4,0,4,5,1,2,3,2,1,0
15360,0,3,0,4,2,0,3,3,3,4,3,3,0,1
15362,1,0,0,4,3,1,5,1,5,5,5,0,1,0
15368,1,5,0,5,4,1,5,5,2,2,3,2,1,0
15375,1,4,0,4,5,0,3,4,5,5,1,2,1,0
15386,1,5,0,5,1,1,4,4,2,5,2,3,1,0
15392,0,3,0,3,2,0,3,4,3,3,4,4,0,1
15397,0,4,0,3,1,0,4,4,3,1,4,4,0,1
15399,0,3,0,4,4,0,3,3,4,2,3,3,0,1
15425,1,4,0,4,3,1,3,3,3,3,2,2,1,0
15442,0,3,0,3,4,0,3,3,4,3,3,4,0,1
15455,1,5,0,5,5,1,5,5,1,1,3,5,1,0
15468,0,4,0,4,1,0,4,4,4,3,4,3,0,1
15474,0,3,0,3,1,0,4,4,3,3,2,5,0,1
15479,0,1,0,4,4,0,4,1,4,1,4,4,0,1
15485,0,2,1,3,5,0,5,5,4,4,5,5,0,1
15490,0,3,0,3,4,0,4,4,3,3,2,3,0,1
15491,0,0,0,0,3,2,5,5,1,1,1,5,1,0
15501,0,4,0,4,3,0,3,3,4,4,3,5,0,1
15504,1,4,0,4,2,1,1,2,2,2,3,2,1,0
15514,1,4,0,4,5,1,5,4,1,1,4,2,1,0
15521,0,2,1,2,5,0,5,4,4,4,5,4,0,1
15528,0,4,1,3,5,0,4,4,3,2,4,4,0,1
15544,0,3,0,4,2,0,3,3,4,4,3,3,0,1
15546,1,5,1,5,3,1,1,2,4,4,1,3,1,0
15549,1,4,0,4,3,1,4,4,3,3,3,4,1,0
15554,0,2,1,2,4,0,5,4,5,5,5,2,1,0
15561,0,3,0,4,3,0,3,3,4,3,3,3,0,1
15568,0,4,0,4,2,1,2,2,4,4,1,3,1,0
15571,0,4,1,4,5,0,4,4,4,4,3,5,0,1
15583,0,5,1,4,1,1,3,5,1,1,2,5,1,0
15585,0,0,1,0,4,0,5,5,1,1,4,3,1,0
15590,1,5,0,4,5,1,5,4,5,5,3,3,1,0
15599,0,3,0,5,4,1,3,3,1,1,3,3,1,0
15608,1,5,0,5,3,2,3,2,4,4,4,4,1,0
15625,0,3,0,4,3,2,5,1,3,3,1,1,1,0
15627,0,2,1,3,3,0,4,5,4,4,5,4,0,1
15630,0,5,1,5,5,1,1,2,3,4,2,1,1,0
15631,1,5,0,2,4,1,5,4,2,2,5,2,1,0
15636,0,4,1,4,4,0,5,4,1,1,5,4,1,0
15640,0,3,0,4,4,0,3,3,3,3,3,3,0,1
15662,1,5,0,5,3,1,1,1,4,3,1,5,1,0
15670,0,3,1,3,3,1,5,2,5,5,4,2,1,0
15689,0,5,1,2,2,1,4,5,2,2,1,3,1,0
15704,0,2,0,2,5,0,3,3,3,3,3,3,1,0
15743,0,4,0,4,2,0,4,4,4,1,4,4,0,1
15747,0,2,1,3,3,0,5,5,2,3,5,2,1,0
15756,1,5,0,2,1,2,4,4,5,5,2,2,1,0
15774,1,0,0,0,3,1,4,4,5,5,3,4,1,0
15775,0,4,0,3,4,0,4,4,3,2,4,4,0,1
15777,0,5,0,4,2,0,4,3,5,5,4,4,0,1
15778,0,4,0,3,3,0,4,4,3,2,4,3,0,1
15785,0,4,0,2,1,0,4,4,3,4,4,4,0,1
15803,0,4,1,4,2,1,2,3,3,4,5,3,1,0
15806,0,3,0,3,3,0,3,3,3,3,4,5,0,1
15808,1,5,0,4,4,1,1,1,4,1,1,5,1,0
15817,0,3,0,3,4,0,3,3,3,3,3,2,0,1
15820,1,4,0,4,3,2,4,5,1,1,4,2,1,0
15833,0,4,0,3,3,2,5,5,2,4,5,4,0,1
15834,0,0,0,0,3,1,2,1,5,5,3,1,1,0
15835,1,4,0,3,3,2,2,2,3,1,2,4,1,0
15836,1,5,0,5,4,1,3,3,4,4,3,5,1,0
15840,0,0,0,1,2,1,2,1,4,4,4,2,1,0
15845,0,3,0,1,1,0,4,4,2,5,4,4,1,0
15853,0,3,0,3,2,0,3,4,3,3,3,4,0,1
15856,0,5,1,1,1,0,3,5,1,1,2,5,1,0
15863,0,1,0,5,2,0,5,2,3,3,2,1,1,0
15882,1,5,0,5,4,1,2,3,5,5,2,2,1,0
15884,0,2,0,4,4,0,2,2,4,4,2,2,0,1
15892,0,1,0,2,2,0,3,3,4,2,3,3,1,0
15893,0,4,0,4,1,0,4,4,3,2,4,4,0,1
15919,0,4,0,4,2,1,1,1,4,4,2,2,1,0
15923,0,5,1,5,3,0,1,3,1,4,2,2,1,0
15927,0,4,0,4,2,2,4,4,4,4,1,3,1,0
15933,1,4,0,4,1,1,1,4,1,1,1,2,1,0
15936,0,4,0,4,4,1,4,4,3,1,4,4,0,1
15955,0,4,1,3,3,0,4,4,3,3,3,4,1,0
15968,0,4,0,1,1,1,4,4,2,1,4,4,1,0
15969,1,4,0,3,4,1,3,3,3,4,3,4,1,0
15973,1,5,0,4,5,2,1,1,5,5,1,5,1,0
15976,1,4,0,4,3,1,3,4,5,4,1,4,1,0
15981,0,3,1,3,5,0,5,5,4,4,5,3,0,1
15993,0,4,0,3,2,0,4,4,3,2,4,4,0,1
15994,0,2,1,2,5,0,4,4,3,5,5,5,0,1
16001,0,4,0,4,3,1,4,3,4,4,1,5,0,1
16025,0,0,0,5,3,0,1,1,5,4,1,1,1,0
16051,0,4,0,4,4,2,3,1,5,5,5,1,1,0
16058,0,4,1,4,4,1,4,2,2,2,2,3,1,0
16061,0,3,1,3,3,0,4,4,4,4,5,5,0,1
16064,0,3,0,1,4,0,5,4,2,1,5,5,1,0
16076,1,5,0,5,4,1,4,3,4,4,1,4,1,0
16083,0,4,0,4,4,2,2,4,4,4,2,1,1,0
16087,0,5,1,5,1,1,5,4,5,5,1,1,1,0
16092,0,3,0,2,5,0,2,3,2,2,4,2,1,0
16095,0,4,0,3,3,2,4,4,5,1,4,4,1,0
16101,0,3,0,3,3,1,1,3,4,4,1,5,1,0
16117,1,5,0,5,4,1,4,4,1,5,1,3,1,0
16121,0,4,0,4,2,1,4,4,3,1,4,4,0,1
16127,0,3,1,3,4,0,5,5,4,4,5,4,0,1
16130,0,3,1,3,3,0,5,5,3,3,4,4,0,1
16134,0,5,1,2,2,0,4,4,2,2,3,4,1,0
16143,0,0,1,3,3,1,5,4,4,4,3,4,1,0
16146,0,1,0,2,4,0,1,2,2,2,1,3,1,0
16148,0,4,0,3,4,0,4,4,2,2,4,4,0,1
16156,0,0,1,0,4,1,5,5,5,5,4,2,1,0
16165,0,3,0,3,4,1,4,3,3,3,4,4,0,1
16172,0,3,0,3,3,0,4,3,3,3,5,3,0,1
16193,1,4,0,5,3,1,4,4,5,5,3,5,1,0
16198,1,4,0,4,3,1,4,4,1,1,4,3,1,0
16212,0,4,1,4,5,0,5,4,4,4,3,2,0,1
16219,1,4,0,3,4,1,1,1,4,1,1,4,1,0
16236,0,4,1,3,5,1,5,1,2,2,3,2,1,0
16237,0,4,0,4,4,0,4,4,3,3,4,4,0,1
16246,1,4,0,4,2,1,4,3,3,3,4,5,1,0
16248,1,0,0,5,3,1,2,2,4,3,2,4,1,0
16250,0,3,0,3,4,1,4,4,3,3,2,5,0,1
16251,0,4,1,4,5,1,4,4,4,4,3,2,1,0
16252,0,0,0,0,3,2,5,4,4,4,1,1,1,0
16257,0,2,0,4,3,0,2,2,4,4,2,3,0,1
16259,1,4,0,3,2,1,5,4,3,3,1,2,1,0
16262,1,4,0,4,4,1,3,4,5,5,3,3,1,0
16264,1,4,0,2,4,1,4,4,2,1,4,5,1,0
16277,0,4,0,4,1,0,4,4,4,4,4,4,0,1
16280,0,4,0,5,1,1,1,1,4,4,3,2,1,0
16293,1,0,0,0,1,1,3,3,4,4,1,1,1,0
16295,0,3,0,2,1,0,2,4,2,2,3,4,1,0
16334,1,5,0,3,1,1,3,1,4,4,5,3,1,0
16336,0,4,0,4,4,1,1,4,4,4,1,2,1,0
16355,1,5,0,5,2,1,3,4,2,3,4,4,1,0
16376,0,2,0,2,3,0,4,4,3,1,4,4,1,0
16388,0,2,1,3,4,0,4,4,5,5,3,4,0,1
16390,1,5,0,5,3,1,2,3,4,4,1,3,1,0
16394,0,4,0,4,1,1,1,1,4,4,5,2,1,0
16398,0,2,1,2,4,0,4,5,5,5,5,4,0,1
16402,1,4,0,4,3,1,3,4,5,5,1,2,1,0
16415,0,0,0,0,5,2,5,4,5,5,3,2,1,0
16416,0,0,1,0,4,0,4,4,5,5,3,2,1,0
16423,0,3,0,3,3,0,3,3,4,3,3,3,0,1
16427,0,2,0,3,4,0,4,2,3,2,4,4,0,1
16429,0,2,0,3,2,0,3,4,2,2,4,5,0,1
16430,0,3,0,3,4,0,3,3,4,2,3,3,0,1
16442,0,4,0,3,2,0,4,4,2,1,4,4,0,1
16447,0,4,0,4,1,0,4,4,3,4,4,3,0,1
16460,0,5,1,5,2,1,2,1,4,4,2,4,1,0
16465,0,5,1,5,3,1,5,1,1,1,1,3,1,0
16468,0,4,0,4,2,1,2,1,3,4,4,2,1,0
16469,0,2,0,4,2,0,4,2,3,4,4,4,0,1
16484,0,4,0,1,2,1,4,4,1,4,4,4,1,0
16485,0,3,1,4,3,0,4,5,4,4,5,4,0,1
16486,0,3,0,3,4,0,3,3,4,4,3,4,0,1
16499,0,4,0,4,2,1,4,4,3,3,4,4,0,1
16500,0,4,0,4,2,1,3,3,4,4,3,5,0,1
16501,0,0,0,4,2,0,2,4,3,2,2,2,1,0
16502,0,4,1,4,4,0,5,5,3,3,4,2,0,1
16524,0,3,0,3,3,0,3,3,4,2,3,4,0,1
16529,1,0,0,1,5,1,5,4,4,4,3,4,1,0
16531,1,4,0,4,3,1,3,4,5,5,4,3,1,0
16532,0,5,0,4,3,0,3,4,5,5,2,4,0,1
16534,0,4,0,4,4,1,1,4,4,4,1,2,1,0
16537,1,5,0,4,3,1,4,4,1,1,3,3,1,0
16539,0,3,1,3,5,0,4,5,4,4,5,2,0,1
16551,0,4,0,4,4,1,2,1,3,3,1,2,1,0
16558,1,5,0,5,3,1,1,1,2,2,2,5,1,0
16561,0,4,0,4,4,0,2,3,4,4,2,5,0,1
16562,0,0,1,2,2,0,3,4,2,2,5,4,1,0
16572,0,4,0,4,1,1,4,4,4,4,4,1,0,1
16586,0,3,1,3,3,0,4,4,3,3,5,5,0,1
16594,0,1,0,2,5,0,5,4,2,2,3,3,1,0
16603,0,0,0,2,5,0,2,2,5,2,2,2,1,0
16608,1,4,0,4,4,1,4,3,3,3,5,4,1,0
16612,0,4,0,4,4,1,3,1,4,4,1,2,1,0
16633,0,2,1,2,5,0,4,4,5,5,5,4,0,1
16635,0,0,1,0,5,0,4,4,3,3,4,4,1,0
16646,1,5,0,5,5,1,5,5,2,2,5,4,1,0
16649,1,4,0,4,5,1,4,5,2,2,4,5,1,0
16670,0,3,0,1,5,2,4,4,5,5,4,3,1,0
16680,0,0,0,2,2,2,3,3,2,2,1,2,1,0
16682,0,3,0,3,2,0,3,3,4,3,3,3,0,1
16684,1,0,0,0,4,1,4,5,5,5,4,5,1,0
16693,1,0,0,0,3,1,4,5,5,5,3,2,1,0
16695,0,1,0,2,1,0,2,2,1,5,2,2,1,0
16696,0,4,0,4,4,2,2,2,4,4,4,3,1,0
16701,0,2,0,2,3,0,4,4,1,1,4,4,1,0
16705,0,4,0,3,1,0,4,4,4,2,4,4,0,1
16711,0,4,0,4,1,0,4,4,3,1,4,4,0,1
16714,0,4,0,4,4,0,4,4,4,4,2,3,0,1
16719,0,3,1,3,4,0,5,4,5,5,5,2,0,1
16720,0,0,1,1,4,0,5,4,4,4,3,3,1,0
16728,1,0,0,0,3,0,4,4,4,4,5,2,1,0
16729,0,2,0,4,4,0,1,1,4,4,1,5,1,0
16732,0,4,1,4,2,1,5,3,4,4,2,5,1,0
16733,1,4,0,4,3,1,5,4,5,5,4,3,1,0
16741,1,0,0,0,1,1,3,2,4,4,4,1,1,0
16742,0,4,0,2,1,1,4,4,2,5,4,4,1,0
16762,0,4,1,2,2,0,4,5,2,2,3,4,1,0
16793,0,3,0,4,5,1,5,3,3,3,1,2,1,0
16796,0,3,0,3,3,0,4,3,3,3,3,4,0,1
16797,0,3,0,4,1,0,3,3,3,4,3,3,0,1
16798,0,4,1,4,5,0,5,4,4,4,3,2,0,1
16799,1,4,0,4,2,1,2,4,1,1,5,1,1,0
16803,0,5,1,5,1,1,1,4,4,4,1,4,1,0
16808,0,4,0,4,4,1,5,5,3,3,5,4,0,1
16809,0,4,0,3,1,0,2,1,3,3,2,1,1,0
16822,0,0,1,0,1,1,3,1,5,5,1,5,1,0
16826,0,3,0,3,1,1,4,4,3,3,2,3,1,0
16832,0,4,0,4,4,2,5,3,4,4,2,2,1,0
16834,0,4,0,4,3,0,3,2,4,4,3,1,0,1
16837,0,1,0,3,2,0,5,2,3,3,2,4,1,0
16843,0,4,0,4,4,1,1,3,4,4,3,3,0,1
16855,0,4,0,2,2,0,4,4,3,2,4,4,0,1
16859,0,2,0,1,1,0,4,4,3,3,4,5,1,0
16860,0,4,0,4,3,1,1,1,3,3,4,1,1,0
16861,1,0,0,0,4,2,3,1,5,5,4,3,1,0
16867,0,3,1,3,3,0,4,5,5,5,5,2,0,1
16870,0,4,0,4,1,1,4,4,5,5,2,4,0,1
16872,1,5,0,5,3,1,4,3,1,1,3,2,1,0
16883,0,3,1,3,3,0,5,5,3,3,5,5,0,1
16885,0,3,0,4,2,0,3,3,4,4,3,3,0,1
16902,0,3,0,3,4,0,3,4,3,3,2,4,0,1
16903,0,4,0,4,4,1,2,1,4,4,2,3,1,0
16909,0,3,1,3,4,0,4,4,4,4,5,5,0,1
16911,0,3,1,3,3,0,5,5,4,5,4,4,0,1
16912,0,4,1,4,3,0,4,5,3,3,5,5,0,1
16950,0,3,0,4,5,0,2,2,5,1,2,2,1,0
16953,0,5,1,5,3,1,1,2,2,2,5,1,1,0
16956,0,0,1,0,3,1,5,5,4,4,5,4,1,0
16960,0,3,0,3,2,0,3,4,3,3,2,4,0,1
16962,0,0,0,0,4,1,5,1,1,1,3,1,1,0
16973,0,1,0,1,5,0,2,2,3,3,2,2,1,0
17003,0,5,0,4,3,0,5,5,4,4,5,4,0,1
17015,0,3,0,3,4,1,3,3,4,4,3,3,0,1
17021,1,4,0,5,3,1,5,4,4,1,5,2,1,0
17024,0,4,0,4,2,1,4,2,2,4,4,4,0,1
17038,0,3,0,4,3,2,5,3,3,3,1,5,1,0
17040,1,4,0,4,3,1,1,1,4,2,1,5,1,0
17050,0,4,0,4,4,0,4,3,4,4,3,2,0,1
17057,0,4,1,4,4,1,2,5,2,2,4,2,1,0
17059,0,3,1,3,3,1,5,4,5,5,4,5,0,1
17060,0,1,0,3,4,0,4,1,4,4,4,4,0,1
17061,0,4,0,4,4,0,4,4,3,1,4,3,0,1
17080,0,1,1,2,4,0,5,5,5,5,5,3,0,1
17092,0,4,1,4,1,1,2,4,5,5,3,1,1,0
17112,0,4,0,3,4,1,3,3,2,1,3,4,1,0
17128,0,4,1,4,3,0,5,4,4,4,5,4,0,1
17131,0,3,0,3,5,1,4,1,3,3,3,5,1,0
17139,0,4,0,4,1,1,3,3,3,4,4,3,0,1
17141,1,4,0,4,4,1,5,5,1,1,3,2,1,0
17147,0,0,0,0,1,1,1,3,4,4,4,4,1,0
17163,1,5,0,5,3,2,4,4,2,2,3,2,1,0
17170,0,3,0,4,4,0,3,3,4,4,3,3,0,1
17178,0,5,0,2,3,0,2,2,1,2,2,2,1,0
17182,0,4,1,4,2,1,1,4,2,2,2,5,1,0
17186,0,3,0,4,2,0,3,3,4,3,3,3,0,1
17198,0,0,1,0,3,0,4,5,5,5,4,2,1,0
17201,0,4,1,3,5,0,5,5,1,1,5,4,1,0
17204,1,4,0,5,3,1,5,5,5,3,5,4,1,0
17206,0,4,1,4,3,1,2,2,1,1,2,2,1,0
17211,0,4,0,4,1,0,4,4,1,1,4,3,1,0
17217,0,3,0,3,1,0,3,3,3,3,4,4,0,1
17225,0,4,1,4,2,1,5,4,2,2,3,2,1,0
17239,0,5,1,5,4,2,5,4,1,1,3,5,1,0
17240,0,5,1,5,5,1,1,5,1,1,3,3,1,0
17244,1,5,0,5,4,2,3,4,3,1,3,2,1,0
17252,1,4,0,4,2,1,1,1,3,2,1,4,1,0
17253,0,1,0,4,3,0,2,2,4,4,2,2,1,0
17264,1,4,0,5,3,2,5,4,1,1,3,2,1,0
17274,0,3,0,3,3,1,4,3,3,3,3,5,0,1
17279,0,3,0,2,2,0,5,2,2,2,3,5,1,0
17281,0,1,0,2,5,0,5,1,2,2,2,5,1,0
17283,0,3,0,4,3,0,3,3,4,1,3,3,0,1
17293,0,2,0,2,2,1,5,1,2,2,3,5,1,0
17314,0,4,1,4,3,0,5,5,2,2,5,3,0,1
