,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_AdaBoost
18686,1,4,0,4,5,1,1,2,4,4,3,1,1,0
18688,0,4,0,4,4,0,4,3,4,4,4,1,0,1
18690,0,4,0,3,1,2,4,4,5,5,4,4,1,0
18691,1,4,0,4,4,1,5,5,1,1,5,5,0,1
18707,0,1,0,4,3,0,3,1,4,3,3,3,0,1
18718,1,4,0,4,5,1,4,4,2,2,4,5,1,0
18767,0,3,0,4,2,0,3,3,4,1,3,4,0,1
18771,0,3,0,4,3,0,3,3,4,1,3,3,0,1
18784,0,4,0,4,4,0,3,4,4,4,3,3,0,1
18785,0,4,1,4,5,0,4,5,5,5,4,3,0,1
18795,0,2,0,4,3,0,2,2,4,3,2,2,0,1
18797,0,1,0,4,3,0,1,1,4,3,1,1,0,1
18804,1,5,0,2,1,1,5,5,3,3,5,5,1,0
18817,1,4,0,4,4,1,2,2,2,2,4,1,1,0
18821,1,4,0,4,5,1,5,4,2,2,3,2,1,0
18822,0,3,0,3,2,0,4,4,3,1,4,4,1,0
18844,0,3,0,2,1,2,4,5,3,3,5,1,1,0
18862,0,4,1,4,5,0,5,5,4,4,5,4,0,1
18870,0,4,0,4,3,2,3,4,1,4,4,4,0,1
18871,0,3,0,4,4,0,3,3,4,1,3,2,0,1
18888,0,2,0,2,1,2,2,5,2,2,3,2,1,0
18892,0,3,0,4,2,0,3,3,3,2,3,3,0,1
18910,0,4,0,4,3,0,4,3,4,4,4,4,0,1
18912,0,4,0,4,2,0,4,4,4,4,4,4,0,1
18936,0,4,1,4,5,1,4,5,1,1,3,5,0,1
18940,0,1,0,3,5,0,1,1,4,4,1,2,1,0
18943,0,4,1,4,3,0,4,5,2,3,3,3,0,1
18956,0,4,0,3,3,0,4,4,2,3,4,4,0,1
18976,1,4,0,4,4,0,5,5,1,5,4,4,0,1
18980,0,4,0,4,3,1,4,4,3,4,4,4,0,1
18985,0,5,0,3,3,0,5,5,4,2,5,4,0,1
18986,0,4,0,4,3,2,4,4,4,4,4,5,0,1
18995,0,2,0,2,4,2,2,1,2,2,2,3,1,0
19014,0,2,0,4,4,0,2,2,4,4,2,2,0,1
19019,0,4,0,4,4,2,1,3,4,4,1,2,1,0
19020,0,4,1,4,4,1,5,4,4,4,2,3,1,0
19028,0,4,1,4,3,1,3,3,5,5,4,5,0,1
19031,0,4,1,4,4,0,4,5,2,2,4,4,0,1
19043,0,4,0,4,4,0,2,1,4,4,1,1,0,1
19044,1,4,0,4,4,1,5,4,2,2,3,2,1,0
19048,0,4,0,2,4,1,4,4,4,2,4,4,1,0
19057,0,4,0,4,4,1,4,4,4,4,4,4,0,1
19059,1,4,0,5,4,1,3,4,4,4,5,5,0,1
19064,0,3,0,4,5,1,5,4,3,3,3,2,1,0
19082,0,1,0,4,4,0,1,1,3,4,1,1,0,1
19120,0,2,1,2,4,1,5,4,1,5,5,4,1,0
19125,0,4,0,4,1,0,4,4,4,2,4,4,0,1
19137,0,4,0,4,2,0,3,3,4,4,3,2,0,1
19151,0,4,1,4,3,1,4,4,2,3,4,3,1,0
19162,0,1,1,4,4,0,3,5,4,4,4,4,0,1
19163,0,4,1,4,5,0,4,1,1,1,1,3,1,0
19167,0,4,1,4,3,0,3,3,5,5,4,4,0,1
19178,0,4,1,4,5,0,5,4,2,2,4,4,0,1
19195,0,4,0,4,4,0,4,4,4,1,4,4,0,1
19197,0,2,0,4,2,0,2,2,4,2,2,2,0,1
19202,0,2,1,2,1,1,5,4,5,3,4,3,1,0
19206,0,4,0,3,2,0,4,3,4,4,3,4,0,1
19220,1,5,0,2,2,1,1,1,3,4,1,0,1,0
19226,0,4,0,4,1,2,1,4,4,4,3,1,1,0
19229,0,3,0,3,5,1,4,3,3,3,3,3,1,0
19277,0,3,0,4,4,0,3,3,3,2,3,3,0,1
19281,0,4,1,4,1,0,4,4,5,4,4,5,0,1
19290,0,2,0,1,1,1,2,2,3,2,2,2,1,0
19311,1,4,0,4,5,1,4,3,3,3,5,5,1,0
19324,0,3,0,3,4,1,3,5,3,3,4,2,1,0
19325,0,5,0,4,1,0,5,5,4,4,5,4,0,1
19338,0,4,1,4,4,0,4,3,5,5,3,5,0,1
19343,0,4,0,4,1,0,4,4,3,2,4,4,0,1
19359,0,1,0,2,4,0,4,4,3,5,4,4,1,0
19367,0,1,0,3,4,0,5,4,3,3,4,3,1,0
19379,0,3,1,3,2,1,1,3,3,3,4,4,1,0
19386,0,1,0,4,4,0,1,1,4,4,1,1,0,1
19406,0,3,1,3,5,1,4,2,3,3,5,4,1,0
19408,0,1,0,1,3,0,4,4,2,5,4,4,1,0
19426,0,4,0,4,4,0,3,4,3,1,3,3,0,1
19427,0,1,0,3,4,0,2,1,3,3,3,1,1,0
19443,0,4,0,4,3,1,3,2,4,4,2,2,1,0
19493,0,3,0,4,4,0,3,3,3,4,3,3,0,1
19500,0,4,0,3,3,0,4,4,3,4,4,4,0,1
19517,1,2,0,5,5,1,4,5,5,5,4,5,0,1
19518,1,4,0,4,4,1,4,4,3,3,5,3,1,0
19535,0,1,0,4,3,0,1,1,3,2,1,1,0,1
19538,0,4,0,4,4,1,2,2,4,4,3,3,1,0
19539,0,5,0,4,1,2,4,4,5,5,2,2,0,1
19545,0,3,0,4,1,0,3,3,3,1,3,3,0,1
19547,0,4,0,4,3,1,3,2,4,4,4,5,0,1
19573,1,4,0,4,3,1,2,2,4,3,2,4,1,0
19578,0,4,1,4,3,0,4,5,4,4,3,3,0,1
19591,0,2,0,4,4,0,1,2,4,2,1,1,0,1
19593,1,4,0,3,3,1,5,2,1,1,5,3,1,0
19596,0,4,0,4,2,1,2,2,3,3,2,3,1,0
19607,0,4,0,4,3,1,3,4,4,4,1,1,1,0
19622,0,2,0,4,4,0,2,2,4,4,2,2,0,1
19628,0,2,1,2,4,2,4,3,2,2,4,4,1,0
19662,0,4,1,4,3,1,4,5,5,5,4,2,1,0
19692,1,3,0,5,5,0,4,5,4,5,4,3,0,1
19700,0,1,0,4,4,0,1,1,4,4,1,1,0,1
19728,0,4,1,4,4,0,4,4,2,2,5,2,0,1
19733,0,4,0,4,3,1,1,1,1,4,3,4,0,1
19734,0,4,0,4,4,0,4,3,4,4,3,3,0,1
19743,0,2,0,3,3,1,2,2,5,4,2,2,1,0
19748,0,1,0,3,2,0,4,4,2,4,4,5,1,0
19765,0,4,0,4,1,0,3,4,3,3,3,3,0,1
19770,0,3,0,4,3,0,3,3,3,3,3,3,0,1
19773,0,4,0,3,4,0,4,4,3,4,4,4,0,1
19781,0,4,1,4,4,0,4,5,1,1,5,3,0,1
19788,0,4,1,4,5,0,4,4,3,3,3,4,0,1
19789,1,0,0,0,2,1,3,3,2,2,3,3,1,0
19798,1,4,0,4,4,2,5,5,3,2,5,4,0,1
19802,1,4,0,4,2,1,4,4,3,3,4,4,1,0
19819,1,4,0,2,4,0,3,3,3,2,3,5,1,0
19821,0,4,0,4,2,1,3,4,4,4,2,4,0,1
19851,0,2,0,4,3,0,2,2,4,2,2,2,0,1
19853,0,4,1,4,5,0,5,5,3,3,5,5,0,1
19883,0,2,0,4,1,0,2,2,3,2,2,2,0,1
19885,0,4,0,4,4,0,4,4,3,3,4,4,0,1
19898,0,4,0,4,2,0,3,2,4,4,4,1,0,1
19905,0,1,0,4,4,0,1,1,4,2,1,1,0,1
19906,0,2,0,4,2,0,2,2,4,2,2,2,0,1
19913,1,4,0,4,5,1,4,4,5,5,4,3,1,0
19915,0,4,0,4,1,0,4,4,4,1,4,4,0,1
19919,0,4,1,3,5,1,5,5,4,4,4,3,1,0
19924,0,2,0,4,3,0,3,3,2,4,4,5,0,1
19928,0,4,0,2,2,0,4,4,2,3,4,4,0,1
19944,0,1,0,1,2,0,4,4,3,5,4,4,1,0
19945,0,4,0,1,3,1,4,4,5,5,4,4,1,0
19953,0,3,0,4,4,0,4,3,3,1,4,4,0,1
19955,0,1,0,4,1,0,1,1,3,3,1,1,0,1
19976,0,2,0,3,3,0,5,5,3,3,3,4,1,0
19995,0,3,0,3,5,1,3,4,3,3,1,5,1,0
20007,0,3,0,3,3,0,4,4,3,5,4,4,1,0
20008,1,4,0,4,5,1,5,5,4,4,5,5,0,1
20009,1,4,0,4,5,1,5,4,2,2,4,5,0,1
20010,0,2,0,4,3,0,2,2,4,4,2,2,0,1
20020,0,4,1,5,3,0,1,1,5,2,1,4,0,1
20022,0,4,0,4,1,2,4,3,4,4,4,5,0,1
20044,0,2,0,4,2,0,2,2,4,4,2,2,0,1
20047,0,3,0,4,3,0,2,3,3,3,2,2,0,1
20051,0,3,0,3,3,0,4,4,3,3,4,4,1,0
20052,1,4,0,4,3,1,5,5,5,5,3,5,1,0
20064,1,4,0,1,3,1,3,3,5,5,1,4,1,0
20070,0,4,0,4,1,1,4,1,4,4,2,2,1,0
20121,0,4,1,4,5,2,2,1,5,5,2,4,0,1
20133,0,3,0,3,1,2,4,2,3,3,5,3,1,0
20154,0,1,0,4,1,0,4,4,3,3,4,0,0,1
20165,0,4,0,4,4,1,4,3,4,4,2,4,0,1
20172,0,3,0,4,2,0,3,3,4,3,3,2,0,1
20181,0,3,0,4,3,0,3,3,4,1,3,3,0,1
20189,1,1,0,5,4,0,2,4,4,4,1,4,0,1
20238,0,4,0,4,3,0,4,4,3,1,4,3,0,1
20249,0,4,1,4,3,0,5,5,4,4,4,4,0,1
20269,0,1,0,4,2,0,3,1,4,1,3,3,0,1
20271,0,4,1,4,5,0,5,5,4,4,5,5,0,1
20278,0,3,0,2,5,0,4,5,1,1,3,5,1,0
20289,1,4,0,5,5,1,5,5,5,5,4,2,0,1
20291,0,3,0,4,1,0,4,3,3,1,4,4,0,1
20301,0,3,0,4,3,0,3,3,3,4,3,3,0,1
20305,0,2,0,4,3,0,2,2,4,4,2,2,0,1
20324,0,1,1,5,5,0,4,5,5,5,3,5,0,1
20335,0,4,1,4,5,1,2,5,5,5,3,1,1,0
20353,1,4,0,4,5,1,5,5,5,4,5,4,0,1
20357,0,4,0,2,4,0,4,4,2,3,4,4,0,1
20361,1,4,0,4,5,1,5,5,5,3,5,4,0,1
20372,1,4,0,4,4,1,4,5,5,5,4,2,1,0
20376,0,4,1,4,3,0,5,5,2,5,3,3,0,1
20379,0,4,1,4,3,0,2,2,5,2,2,4,0,1
20405,0,1,0,4,1,0,1,1,4,2,1,1,0,1
20407,0,3,1,3,5,0,4,4,4,4,3,3,1,0
20424,1,4,0,4,4,1,5,5,3,3,5,5,0,1
20426,0,2,0,3,4,0,4,4,4,4,4,4,1,0
20439,1,4,0,4,2,2,5,5,3,4,5,4,0,1
20440,0,1,0,2,4,0,4,4,3,2,4,4,1,0
20443,0,4,0,4,4,0,4,4,4,4,2,5,0,1
20449,0,4,1,4,4,1,5,4,5,5,5,3,1,0
20459,0,2,0,4,3,0,2,2,4,3,2,2,0,1
20473,0,4,0,4,1,0,3,3,4,4,3,3,0,1
20493,0,4,1,3,5,1,1,1,5,5,3,3,1,0
20499,0,4,0,1,1,2,4,4,5,4,4,4,1,0
20517,0,3,0,4,4,0,3,3,3,2,3,3,0,1
20522,0,4,0,3,5,2,4,4,3,5,4,4,1,0
20527,0,4,0,3,3,0,4,4,4,3,4,4,0,1
20532,0,4,0,3,3,0,4,4,3,4,4,4,0,1
20557,1,4,0,4,5,2,4,5,1,1,4,5,0,1
20559,0,3,0,1,3,0,4,4,4,5,4,4,1,0
20562,0,3,0,1,3,0,2,2,5,1,2,2,1,0
20574,1,4,0,4,4,1,2,2,5,3,2,4,1,0
20577,0,4,1,4,4,0,4,4,3,3,5,2,0,1
20583,0,4,0,4,3,0,4,4,3,2,4,4,0,1
20587,0,4,1,4,5,1,4,2,3,3,3,3,1,0
20596,0,4,0,4,3,1,4,3,5,5,2,5,0,1
20608,0,2,0,3,1,0,3,3,3,3,1,4,1,0
20609,0,3,0,3,2,1,1,5,4,4,4,1,1,0
20610,0,4,0,4,2,2,1,1,4,4,2,2,1,0
20624,0,4,1,4,5,1,3,4,5,5,4,2,1,0
20639,0,4,0,3,5,1,4,4,2,3,4,4,1,0
20647,1,4,0,5,3,1,4,5,3,3,4,3,1,0
20652,0,2,0,4,3,0,2,2,4,4,2,2,0,1
20653,1,4,0,4,3,2,4,4,3,3,3,4,1,0
20655,0,3,0,1,4,0,4,4,2,1,4,4,1,0
20656,0,4,1,3,1,1,4,4,5,5,2,1,1,0
20669,0,4,1,4,3,0,5,4,4,3,5,5,0,1
20692,0,2,0,4,1,0,2,2,3,2,2,2,0,1
20701,0,2,0,4,2,0,2,2,3,1,2,3,0,1
20708,0,1,0,4,4,0,3,1,3,2,3,3,0,1
20713,0,3,0,4,2,0,3,3,3,4,3,3,0,1
20732,0,3,0,4,4,0,3,3,4,3,3,3,0,1
20739,0,4,0,4,3,0,3,3,4,4,3,1,0,1
20746,1,5,0,3,3,1,1,1,3,2,1,5,1,0
20769,0,3,0,4,4,0,1,3,3,3,1,1,0,1
20771,0,4,1,4,4,1,5,5,5,5,3,2,1,0
20776,1,4,0,4,3,2,5,5,1,1,4,4,0,1
20781,0,1,0,4,2,0,1,1,3,3,1,2,0,1
20782,0,2,0,4,3,0,2,2,3,2,2,2,0,1
20818,0,4,1,4,4,0,4,4,5,5,5,2,0,1
20838,0,4,1,3,3,0,3,4,3,3,5,5,1,0
20855,0,4,0,2,1,1,4,4,1,3,4,4,1,0
20862,1,4,0,4,3,1,3,5,2,2,4,5,1,0
20877,0,4,0,2,4,0,4,4,4,2,1,4,0,1
20895,0,5,0,4,3,2,3,4,5,5,1,2,0,1
20900,0,1,0,3,3,0,5,4,3,3,5,3,1,0
20929,0,3,0,4,1,1,5,5,3,3,3,2,1,0
20938,1,4,0,4,4,1,4,5,5,5,5,4,0,1
20949,0,1,0,3,3,0,2,2,4,4,2,2,1,0
20970,1,4,0,4,3,1,1,1,4,4,1,5,1,0
20991,0,3,0,3,1,1,3,3,5,3,3,3,1,0
20994,0,4,0,2,1,1,3,3,1,3,3,4,1,0
21005,0,2,0,4,2,0,2,2,4,3,2,2,0,1
21012,1,4,0,0,5,1,1,4,3,3,5,5,1,0
21013,0,4,0,4,4,1,2,2,4,4,4,3,0,1
21032,0,4,0,4,4,0,4,4,4,4,2,3,0,1
21039,0,4,0,4,4,0,2,4,4,4,1,4,0,1
21051,0,4,0,3,1,1,4,4,2,3,4,4,1,0
21068,0,3,0,4,4,0,3,3,4,1,3,3,0,1
21076,0,4,0,3,3,0,4,3,4,4,2,4,0,1
21083,1,4,0,0,4,1,4,5,4,4,1,5,1,0
21084,0,1,0,4,1,0,1,1,4,2,1,1,0,1
21090,0,4,1,4,5,0,5,5,3,3,4,5,0,1
21091,0,1,0,4,1,0,1,1,3,3,1,2,0,1
21103,0,2,0,3,4,0,2,2,4,5,2,2,1,0
21104,0,2,0,4,2,0,2,2,4,1,2,3,0,1
21122,1,4,0,4,4,1,5,5,1,1,4,2,1,0
21125,0,4,0,3,1,0,3,4,4,4,3,5,0,1
21138,0,4,0,2,2,2,4,4,3,3,4,4,1,0
21152,1,2,0,5,5,1,3,4,5,5,5,4,0,1
21163,1,4,0,4,5,1,4,5,5,5,3,5,1,0
21168,0,4,1,4,4,0,5,5,4,4,3,5,0,1
21188,0,4,0,2,1,0,4,4,3,2,4,4,0,1
21191,0,2,0,2,3,0,2,2,3,2,2,2,1,0
21197,0,2,0,3,5,0,4,5,3,3,5,3,1,0
21211,0,3,0,1,5,0,2,2,4,5,2,2,1,0
21239,0,3,0,2,2,0,4,4,1,5,4,4,1,0
21260,0,4,1,4,3,1,4,4,5,5,2,2,1,0
21262,0,4,1,4,5,1,5,2,3,3,2,5,0,1
21272,0,4,0,4,1,2,4,4,4,1,4,4,0,1
21278,0,1,0,3,3,0,4,4,4,3,4,4,1,0
21286,0,2,0,1,5,0,3,3,3,4,3,4,1,0
21299,0,4,1,4,5,0,5,5,1,1,3,5,0,1
21348,0,1,0,3,3,0,4,4,3,3,2,4,1,0
21361,0,5,1,3,3,1,5,4,3,3,2,5,1,0
21363,0,4,1,4,4,0,3,3,4,4,4,3,0,1
21367,0,4,0,4,1,0,2,2,4,4,3,2,0,1
21376,0,1,0,4,4,0,4,1,4,3,4,4,0,1
21377,0,1,0,1,1,0,4,3,1,1,4,4,1,0
21394,0,4,1,4,2,1,2,3,4,4,3,4,1,0
21399,0,4,0,4,3,0,2,4,4,2,2,2,0,1
21425,0,4,1,4,5,0,4,5,5,5,5,5,0,1
21440,0,4,0,2,4,0,4,4,3,2,4,4,0,1
21448,0,3,0,3,2,0,4,4,1,2,4,4,1,0
21466,0,4,1,4,5,1,5,4,1,1,3,5,0,1
21469,0,4,0,3,3,2,4,4,1,4,4,4,1,0
21488,0,4,0,4,2,0,4,4,4,4,4,4,0,1
21504,0,3,0,4,3,0,3,3,3,4,3,3,0,1
21515,0,1,1,5,5,0,3,5,5,5,5,5,0,1
21517,0,4,1,4,3,1,2,2,4,3,2,1,1,0
21519,1,4,0,4,4,1,4,4,2,2,4,2,1,0
21544,0,3,0,3,4,2,4,2,3,3,1,2,1,0
21545,0,4,0,4,4,1,2,2,4,4,3,5,0,1
21553,1,4,0,4,4,1,2,2,4,4,2,5,1,0
21554,0,2,0,2,5,1,3,1,2,2,1,5,1,0
21583,1,4,0,4,3,1,4,4,5,5,4,3,1,0
21595,0,4,1,5,2,1,3,3,2,2,4,1,0,1
21599,0,4,1,4,2,0,5,5,5,5,1,1,0,1
21607,0,3,0,4,2,0,4,3,3,3,4,4,0,1
21613,0,4,0,3,1,0,4,4,4,1,4,4,0,1
21614,1,5,0,3,4,1,5,4,5,5,3,2,1,0
21636,0,2,0,4,2,0,4,4,2,4,2,4,0,1
21640,0,1,1,5,4,1,2,3,4,4,4,4,0,1
21641,0,4,0,4,3,1,1,2,4,4,2,2,1,0
21663,0,4,0,1,2,2,4,4,2,5,4,4,1,0
21669,1,0,0,0,5,2,3,4,4,4,2,3,1,0
21671,0,4,0,4,4,1,1,3,4,4,2,3,1,0
21672,0,2,0,4,1,0,2,2,4,1,2,2,0,1
21674,1,4,0,4,5,1,3,2,3,3,4,5,1,0
21696,0,4,0,4,2,1,4,2,4,4,1,2,1,0
21699,0,3,0,4,3,0,3,3,4,4,3,2,0,1
21701,0,2,0,4,2,0,2,2,3,1,2,2,0,1
21714,0,3,0,2,1,0,4,4,4,4,4,4,1,0
21724,0,2,0,2,2,1,3,2,2,2,2,3,1,0
21727,0,4,0,3,1,0,4,4,3,2,4,4,0,1
21737,0,4,0,4,3,1,4,4,4,4,2,3,1,0
21753,0,1,0,4,2,0,1,1,3,2,1,1,0,1
21762,0,2,1,2,4,0,1,4,1,5,4,1,1,0
21767,0,3,0,4,2,1,1,3,3,3,4,2,1,0
21771,0,2,0,4,4,0,2,2,3,3,2,2,0,1
21772,0,3,0,4,1,2,5,4,3,3,5,2,1,0
21776,0,4,0,4,1,0,4,4,3,4,4,4,0,1
21779,0,2,0,4,3,0,2,2,3,1,2,2,0,1
21788,0,2,0,4,4,0,2,2,3,4,2,2,0,1
21792,0,4,0,4,4,0,4,2,4,4,2,5,0,1
21799,0,2,0,3,4,0,4,4,3,3,4,4,1,0
21806,0,4,0,4,4,1,4,4,3,4,4,4,0,1
21818,0,1,0,4,3,0,4,1,4,1,4,4,0,1
21820,0,1,0,4,1,0,1,1,3,3,1,1,0,1
21822,0,1,0,2,4,0,4,5,2,2,3,3,1,0
21826,1,4,0,4,3,1,5,3,2,2,3,2,1,0
21850,1,4,0,5,5,1,5,5,5,3,5,4,0,1
21853,1,4,0,4,3,2,4,4,4,4,4,3,1,0
21857,0,2,0,4,3,0,2,2,3,2,2,2,0,1
21859,1,4,0,4,5,1,5,4,2,2,3,4,1,0
21868,0,4,0,2,2,0,2,2,2,5,2,2,1,0
21876,0,5,1,0,2,1,2,3,5,5,3,2,1,0
21879,0,1,0,4,1,0,3,1,3,1,3,3,0,1
21882,0,3,0,4,2,0,3,3,3,4,3,2,0,1
21912,1,4,0,4,3,1,3,3,5,5,2,5,1,0
21916,1,4,0,4,4,1,4,5,5,5,5,4,0,1
21918,0,2,0,4,3,0,2,2,3,4,2,2,0,1
21921,1,4,0,4,4,1,3,3,4,3,3,4,1,0
21934,1,0,0,0,3,1,4,5,3,3,3,2,1,0
21949,0,4,1,4,5,0,4,4,2,2,3,3,1,0
21958,1,4,0,3,5,1,3,3,3,1,3,4,1,0
21960,1,5,0,1,1,1,1,1,5,5,4,4,1,0
21983,0,1,0,1,4,0,3,3,2,5,3,4,1,0
21985,0,4,0,1,1,2,4,4,2,2,4,4,1,0
21994,0,2,0,4,1,0,3,2,4,2,3,3,0,1
22005,1,4,0,3,4,1,2,2,2,3,2,4,1,0
22006,1,4,0,4,5,0,5,4,4,4,5,3,0,1
22045,0,4,0,2,4,0,4,4,4,4,4,4,0,1
22047,1,4,0,0,1,1,3,4,4,5,2,4,1,0
22060,0,3,0,4,3,0,3,3,3,3,3,3,0,1
22068,0,4,0,3,3,0,4,4,4,3,4,4,0,1
22074,0,4,0,2,3,0,4,4,3,2,4,4,0,1
22126,0,1,0,4,2,0,1,1,4,4,1,1,0,1
22129,0,3,0,4,1,0,3,3,4,4,3,3,0,1
22132,0,2,0,4,3,0,2,2,4,2,2,1,0,1
22138,0,3,0,4,1,0,3,3,3,1,3,3,0,1
22176,0,3,0,1,4,0,4,4,3,4,4,4,1,0
22181,0,4,0,4,2,2,3,4,1,4,4,2,0,1
22214,0,1,0,1,4,0,4,4,3,3,4,4,1,0
22217,0,2,0,4,3,0,2,2,4,3,2,2,0,1
22221,1,0,0,0,5,1,4,4,2,2,3,3,1,0
22237,0,4,0,4,1,0,3,4,4,4,2,3,0,1
22241,1,4,0,4,5,1,5,5,3,3,5,4,0,1
22242,0,3,0,4,4,0,3,3,4,3,3,3,0,1
22245,0,3,0,4,4,0,3,3,3,3,3,3,0,1
22248,0,4,0,1,1,1,4,4,3,3,4,4,1,0
22262,0,2,0,2,5,1,2,4,2,2,1,3,1,0
22271,0,4,1,4,4,1,3,1,2,5,4,1,1,0
22321,0,2,0,3,1,1,1,4,2,2,4,1,1,0
22352,1,4,0,4,2,1,1,3,1,1,4,4,1,0
22374,0,2,0,2,5,1,1,4,2,2,2,5,1,0
22389,0,4,1,4,2,1,4,1,3,3,5,3,1,0
22390,0,4,1,3,5,1,5,4,5,5,4,5,1,0
22398,0,4,1,4,5,1,4,3,5,5,4,2,1,0
22404,0,3,0,3,2,0,3,3,2,2,3,3,1,0
22412,0,1,0,4,1,0,3,3,4,4,3,0,0,1
22428,0,3,0,4,1,0,3,3,3,3,3,2,0,1
22429,0,4,0,2,4,0,4,4,1,4,4,4,0,1
22441,0,4,1,3,4,0,4,4,4,4,3,5,1,0
22459,0,4,0,3,1,0,4,4,3,1,4,4,0,1
22463,0,5,0,3,4,0,5,5,3,3,5,4,0,1
22464,0,4,0,4,2,1,4,3,4,4,2,4,0,1
22467,1,4,0,5,2,1,1,1,3,5,1,4,1,0
22487,1,4,0,4,5,1,4,5,1,2,4,2,1,0
22490,0,4,0,3,1,0,4,4,4,2,4,4,0,1
22520,0,3,0,3,1,1,5,4,3,3,2,4,1,0
22525,0,2,0,1,4,0,4,4,3,1,4,4,1,0
22526,1,4,0,4,5,0,5,4,4,4,5,2,0,1
22532,1,0,0,0,2,1,4,4,2,2,1,2,1,0
22541,1,4,0,4,4,0,5,3,5,5,5,4,0,1
22544,0,3,1,2,3,1,5,4,5,5,4,4,1,0
22561,0,2,0,4,1,0,2,2,3,4,2,2,0,1
22562,0,1,1,5,5,1,4,4,5,5,2,4,0,1
22579,0,3,0,1,3,0,4,4,4,5,4,4,1,0
22591,1,4,0,4,5,1,5,4,4,4,5,4,0,1
22596,0,1,0,2,4,0,5,5,2,2,3,5,1,0
22599,0,2,0,4,4,0,3,2,4,3,3,3,0,1
22601,0,4,1,3,3,0,4,5,4,4,4,3,1,0
22610,0,4,0,4,1,0,4,4,4,4,1,4,0,1
22629,0,2,0,2,3,1,2,2,2,2,3,5,1,0
22632,0,3,0,4,4,0,3,3,3,3,3,3,0,1
22635,0,4,0,3,1,0,4,4,3,2,4,4,0,1
22639,1,4,0,5,4,0,5,5,5,3,5,4,0,1
22647,0,4,1,4,5,0,4,5,2,2,5,3,0,1
22668,0,1,0,3,5,0,3,3,5,5,3,4,1,0
22677,0,4,1,4,4,1,3,3,4,5,1,5,1,0
22678,0,2,0,2,4,1,5,1,2,2,4,5,1,0
22720,0,3,0,4,1,0,3,3,4,1,3,3,0,1
22724,0,4,1,3,5,1,4,5,2,2,4,5,1,0
22728,0,2,0,2,1,1,5,3,1,1,2,1,1,0
22737,0,4,0,4,2,2,2,2,4,4,1,2,1,0
22745,0,4,1,4,5,0,5,4,5,5,3,5,0,1
22770,1,4,0,4,5,1,5,4,5,2,4,2,1,0
22772,0,3,0,4,1,0,3,3,4,3,3,3,0,1
22775,1,4,0,5,3,1,5,5,4,5,5,4,0,1
22799,1,4,0,4,3,1,1,2,3,3,4,1,1,0
22801,0,4,1,4,5,1,5,4,1,1,5,3,1,0
22807,1,4,0,4,2,1,4,3,1,1,4,5,1,0
22830,0,1,0,4,4,0,1,1,3,4,1,1,0,1
22833,0,4,0,4,4,0,2,4,3,2,2,2,0,1
22839,0,2,0,4,3,0,2,2,4,2,2,2,0,1
22848,1,4,0,4,4,1,1,1,4,5,1,4,1,0
22850,0,3,0,4,2,0,3,3,4,1,3,3,0,1
22886,0,4,0,1,4,0,4,4,3,1,4,4,0,1
22887,0,4,1,4,5,1,4,4,5,5,3,3,1,0
22934,1,5,0,3,4,1,3,3,3,2,3,5,1,0
22951,0,3,0,4,2,0,3,3,4,4,3,3,0,1
22960,1,4,0,4,4,1,5,5,4,3,4,5,0,1
22972,1,4,0,1,4,1,2,2,3,3,2,4,1,0
22988,0,3,1,4,5,1,5,5,2,3,5,4,0,1
22989,0,2,0,2,2,0,4,4,4,1,4,4,1,0
22992,0,4,1,4,5,1,1,3,5,5,1,2,1,0
23024,0,4,1,4,3,0,3,5,3,3,5,5,0,1
23028,1,4,1,4,5,1,5,5,4,4,5,4,1,0
23030,0,1,0,2,2,0,4,4,2,4,4,4,1,0
23045,0,4,0,4,1,1,2,2,4,4,2,3,1,0
23053,0,1,0,2,2,0,4,4,1,5,4,4,1,0
23054,0,2,0,3,5,0,4,4,3,3,3,5,1,0
23057,0,1,0,2,5,0,1,5,1,1,4,1,1,0
23061,0,1,0,4,3,0,1,1,1,4,1,1,0,1
23089,0,4,1,4,4,1,5,2,1,1,3,4,1,0
23112,0,4,0,4,1,1,4,3,5,5,3,4,0,1
23114,0,2,0,1,3,0,3,3,1,5,3,3,1,0
23120,0,4,0,2,1,0,4,4,3,3,4,4,0,1
23125,0,4,1,4,3,0,4,4,2,2,5,5,0,1
23132,0,4,0,4,2,1,1,3,4,4,1,1,1,0
23136,0,2,0,1,4,0,4,4,1,1,4,4,1,0
23137,0,4,0,4,2,0,4,4,3,2,4,4,0,1
23161,0,4,0,1,3,1,4,4,3,3,4,4,1,0
23167,0,2,0,1,2,0,4,4,4,4,4,4,1,0
23168,0,4,0,3,3,0,4,4,4,2,4,4,0,1
23173,0,4,0,4,1,0,3,4,4,1,3,3,0,1
23175,0,4,0,4,1,0,4,4,4,4,4,4,0,1
23191,0,4,0,4,4,0,4,4,3,1,4,3,0,1
23198,0,4,0,4,1,0,3,4,1,1,2,3,0,1
23210,0,3,0,4,4,0,3,4,3,4,2,2,0,1
23214,0,3,0,4,3,0,3,3,4,1,3,3,0,1
23244,0,4,1,4,3,0,4,4,2,2,3,2,1,0
23247,0,4,0,3,3,1,4,4,2,5,4,4,1,0
